html,position,location,company,jobreq,cosine_similarity_to_resume
data/html_job_postings/84e35df8d8ed697a_fccid.html,campus recruiting: full time data scientist/data analytics (data analyst 2,"Sunnyvale, CA 94086",Ecomm),"Currently enrolled and pursuing a Bachelors, Masters or PhD in Data Analytics, Computer Science, Statistics, Econometrics, Electrical Engineering, Operations Research, Computational Mathematics or a related field Graduating between December 2019 and August 2020 Deep knowledge of machine learning, information retrieval, data mining, statistics, NLP or related field. Functional coding skills in C++, Java, Scala in addition to knowledge of one of the scripting languages such as Python or Perl. Experience working with large data sets and distributed computing tools (Map/Reduce, Hadoop, Hive, Spark etc.) Ability to analyze and interpret the results of product experiments. Experience working with statistical languages such as R. Strong communication skills both written and verbal Knowledge of Spark, Scikit-learn, Problem solving, Willing to learn new technologies Self-starter, Quick learner, Keen observer, eye for detail and someone who relishes challenges Strong research and publication record",0.07417664288417869
data/html_job_postings/4cfa9dd5ae3993e5_fccid.html,"applied research scientist, natural language processing","Menlo Park, CA",,"Conduct research to advance the state of the art in neural networks and NLP. Utilize that research to develop and deploy scalable neural network models into production to impact billions of people using Facebook. Collaborate with team members from other research and applied research teams working on a variety of deep learning and NLP problems. PhD/MS with relevant experience in the fields of Natural Language Processing, Machine Learning or Deep Learning. 3+ years of experience in building large-scale Natural Language Processing systems from researching a prototype to production. Experience with developing and training neural network models. Experience in C++ and Python.",0.0737698128650805
data/html_job_postings/c5d15d08f2b5b30f_fccid.html,associate data scientist,"Pleasanton, CA",,"Growth – professional development, company, and industry Fun – free lunch Fridays, happy hours, office surprises and more Humility – everyone leaves their egos at home Innovation – We're working on some really cool stuff for the supply chain, whether it's AI, machine learning, IoT or blockchain. Develop data modeling, machine learning, and data visualization products to address customer needs Responsible for designing, developing, and implementing ML models to be used in a production environment. Foster relationships with engineering and product management team members to identify important questions and recommending innovative solutions using data Develop prototypes and execute experiments to evaluate the performance of ML/AI architectures/algorithms in large-scale industrial applications. Communicate project output in terms of customer value, business objectives, and product opportunity Ph.D. or Masters in Computer Science, Engineering, or Applied Mathematics, Operations Research, Applied Mathematics, Industrial Engineering or other related scientific disciplines. Research expertise in few of the following areas: computer vision, natural language processing, deterministic/ stochastic optimization. Expert knowledge of a scientific computing language (such as R or Python) Experience with manipulating complex data sources and very large-scale data. Familiarity with technical tools for data analysis - Python (with Pandas, etc.), R, SQL. Experience with relational databases, distributed storage and computing tools (e.g. Hive, Spark) Experience with few of the following tools: Natural Language Processing and Image Recognition using Keras/TensorFlow Deep Learning library, Streaming analytics (using Spark), Machine Learning (scikit-learn, Spark, h2o etc.) Experience with Data Visualization Tools (Tableau, Plotly, Bokeh etc.) This position is not eligible for sponsorship*",0.07364528787684171
data/html_job_postings/c3a86569fa28c08d_fccid.html,ai research engineer – natural language processing,"Mountain View, CA",,"Master or Ph.D. in Computer Science or related field R&D experience in natural language processing, machine learning and related fields R&D experience in information extraction and text mining technologies Hands-on experience of deep learning technologies and familiar with state-of-the-art deep learning toolkits (e.g., TensorFlow, PyTorch, Keras, etc) Experience in programming languages (C++, Python, Java, etc) Strong problem solving skills Good communication and team-working skills 6+ years of natural language processing, information extraction, text mining technologies and related fields Experience in a front-end language like Elm, JavaScript, Objective-C or Swift Experience in at least one front-end web development framework such as React, Angular, Rails, Django, Vue.js Experience in HTTP APIs and RESTful web services Understanding of web browser APIs and behavior",0.07323240303701799
data/html_job_postings/f81ccf9d3218eed3_fccid.html,data scientist,"Washington, DC",,"Experience with programming in Python, R, or C++ Experience with computer vision, deep learning, natural language processing, or learning on graphs Experience with mathematics and statistics coursework or internship work, including probability, inference, linear algebra, and calculus Ability to communicate results to both technical and non-technical audiences effectively Ability to work independently on complex tasks Pursuing a BA or BS degree in Physics, CS, Applied Mathematics, or Statistics Experience with functional programming and formal verification Experience with machine learning and Bayesian methods Experience with building complex data pipelines Experience with using GPUs for machine learning using frameworks, including PyTorch or TensorFlow Knowledge of Cloud systems, including AWS, Azure, or GCP",0.07266412061411985
data/html_job_postings/5c053b7debcd942d_fccid.html,data science intern,"Salt Lake City, UT",,"Build scripted tools to support proprietary NLU development for business insights Prepare data from multiple sources for analysis, including “noisy” data Provide computational linguist stakeholders with statistics and data samples upon request Analyze data for quality and general interpret-ability by non-technical audiences Provide peer review to other coders on the team Knowledge of Python Completion of projects demonstrating strong analytical skills and problem solving abilities Fast learner Excellent communication skills Ability to work independently on Engineering tasks once requirements are established Natural language processing experience Experience with Git or Jupyter Knowledge of Pandas Computational or Theoretical Linguistics Foreign language proficiency",0.07241580322886595
data/html_job_postings/4dbfcbc74e2e5a30_fccid.html,jr. data scientist,"Rosslyn, VA 22209",,"Experience with data visualization tools, such as Tableau, Qlik, PowerBI, d3.js, or equivalent Able to build analytical models using R, Python code with Strong knowledge of SQL, DB (e.g. Oracle DB, MS SQL Server) Proficiency with data extraction, transformation, and loading to support advanced analytics Thrives in fast-paced work environment with multiple stakeholders Ability to decompose a technical problem into its sub-components and build a plan to rigorously tackle the analysis that is defensible and repeatable High-performing team player Strong strategic communication skills to include presenting quantitative concepts in easy to understand formats and actively listening to identify business problems and their causes Experience or familiarity with a wide range of analytics techniques, such as statistics, simulation modeling, optimization, machine learning, or natural language processing Experience leveraging data analysis to construct strategic narratives Familiarity with machine learning Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements Experience with data visualization tools, such as Tableau, Qlik, PowerBI, d3.js, or equivalent Able to build analytical models using R, Python code with Strong knowledge of SQL, DB (e.g. Oracle DB, MS SQL Server) Proficiency with data extraction, transformation, and loading to support advanced analytics Thrives in fast-paced work environment with multiple stakeholders Ability to decompose a technical problem into its sub-components and build a plan to rigorously tackle the analysis that is defensible and repeatable High-performing team player Strong strategic communication skills to include presenting quantitative concepts in easy to understand formats and actively listening to identify business problems and their causes Experience or familiarity with a wide range of analytics techniques, such as statistics, simulation modeling, optimization, machine learning, or natural language processing Experience leveraging data analysis to construct strategic narratives Familiarity with machine learning",0.06848718033356989
data/html_job_postings/30f4b3fc42fce0da_fccid.html,data scientist,"Sunnyvale, CA",,"Responsible for one or more ML related application areas: Natural Language Understanding, Dialog System, Statistical NLP, Contextual Understanding, Probabilistic Inferencing/Reasoning, Reinforcement learning, Product Recommendation Develops and demonstrates viability of novel solution in the context of Linc’s platform and data to deliver business results as well as best of breed user experience. Be a part of an engineering team with total responsibility of both algorithms, modeling, engineering and production scaling and support – full soup to nuts ownership and empowerment! PhD program in Computer Science, Mathematics or a related field with demonstrated academic excellence Academic background in deep learning, natural language processing, machine learning 5+ years of programming experience, proficiency in Python, JAVA, Scala or R Strong knowledge in general software design, data structures, and relational database Strong written and oral communication skills Strong analytical skills, data driven mindset Huge plus with experience in spoken dialog system, chatbot and reinforcement learning 2+ years of hands-on cloud platform experience: AWS or Azure Previous experience working in a start-up environment Experience with Ecommerce space, knowledge of product taxonomy building Experience with NLP toolkits such as NLTK, OpenNLP, Stanford CoreNLP etc. Experience with open source machine learning toolkits: tensorflow, CNTK, scikit-learn, pandas, numpy, libsvm, keras We will sponsor Visas Full medical and dental coverage Company provided lunches and close to downtown Sunnyvale Knowledge sharing sessions with some of Silicon Valley’s best minds",0.06647164076808403
data/html_job_postings/159b92123a8cbb44_fccid.html,data scientist,"Baltimore, MD",,"Use machine learning and analytical techniques to create scalable solutions for business problems Analyze and extract relevant information from large amounts of historical data to help automate and optimize key processes Interact with stakeholder and customer to understand the business problem, help and aid them in implementation of DL/ML algorithms to solve problems Prepare visual presentations of data and analysis BS in Computer Science, Mathematics, Physics, Economics, or a related field Demonstrated experience and understanding of Machine Learning, e.g.: linear/logistic regression, random forest, SVM, neural networks, etc. Knowledge and skills in the use of current state of the art machine learning frameworks such as Scikit-Learn, TensorFlow and Spark MLlib, etc Programming proficiency in one of the programming languages (Python, R, Matlab, Scala, Java, or C++) Proficiency manipulating large datasets and using databases (SQL) Data Skeptic, strong attention to detail MS or PhD in Computer Science, Mathematics, Physics, Economics, or a related field. At least 1 years of real world or research experience in data science and machine learning Hands on experience building models with deep learning frameworks like Tensorflow or similar Working knowledge about Natural Language Processing Experience with big-data technologies such as Spark, and cloud computing such as GCP, AWS, or Azure etc Ability to design rich data visualizations to communicate complex ideas to stakeholders Demonstrable skills in creative-problem-solving of complex and advanced technical subject matter",0.06626809163840729
data/html_job_postings/79b9aaafe5ce1cd1_fccid.html,data engineer,Guam,,"미소의 Businees에 맞춰 대량의 복잡한 data set을 가공합니다. 데이터 가공과 정보 검색을 위한 툴을 개발합니다. Data pipeline을 개발하고 관리합니다. Data Analyst와 Data Scientist가 미소의 product를 최적화하기 위한 데이터 툴을 개발합니다. 유지와 확장이 가능한 효율적인 솔루션을 구축하고, 데이터 아키텍쳐를 발전시킵니다. 지속적으로 data model을 개발합니다. 미소 Product팀 개발자분들과 Data Analyst/Scientist와 협업하여 데이터 시스템 기능을 최적화 합니다. 통계학, 컴퓨터 관련 학사 이상 (석/박사 우대) 영어 fluent 필수(영어 업무가 가능하신 분) 대량의 데이터를 활용해 제품혁신을 경험해보신 분 Java, Scala, Go, Python 중 하나 이상을 사용해 프로그래밍 경험하신 분 NoSQL database 또는 관련된 database 경험 있으신 분 전문적인 통계지식과 직관을 보유하고, 가설 테스트/실험/인과 추론에 열정을 보유한 분 (quasi-experimentation a plus!) 기타 데이터 분산 시스템(Elasticsearch, Druid) 활용가능 혹은 지식을 보유한 분 확장성 데이터 아키텍쳐와 스키마 설계(schema design) 경험하신 분 Docker 개발 및 배포, Workflow 가능하신 분 Microservice를 효율적으로 사용하기 위해 Docker Swarm을 경험해보신 분 개발 Cycle동안 데이터 기능통합 스킬과 민첩하고 빠른 Prototyping 스킬이 가능하신 분 빅데이터 툴(hadoop, spark, etc.)을 사용한 경험이 있으신 분 영문이력서 및 경력기술서 Stock Option 보상 홈클리닝 서비스 제공 4대보험 가입 및 퇴직금 별도 비즈니스 조직과 Alignment 가 잘 맞아 마찰이 적은 Product 팀 최신기종 맥북 Pro 및 듀얼 모니터 제공 유연근무제 시행 Remote work 추후 고려가능 휴게공간 라운지 이용 24/7 조식 제공 및 간식, 커피, 크래프트 비어 무제한 핫플레이스 성수 근무 Assembling large, complex data sets that meet functional/non-functional business requirements Developing tools for data processing and information retrieval Designing and implementing data pipelines Creating data tools for data analytics and data scientist members that assist them in building and optimizing our products Building maintainable, scalable, and deployable solutions Evolving our data architecture to balance scale and performance Constantly evolving our data model to balance scalability and performance Collaborating with software engineers and data analytics/scientists to strive for greater functionality into our data systems. An advanced degree in a quantitative or computational field A proven track record of leveraging massive amounts of data to drive product innovation Experience programming in one of these programming languages: Java, Scala, Go or Python Experience working with relational and NoSQL databases Strong statistical knowledge and intuition and a passion for experimentation, hypothesis testing, and causal inference (quasi-experimentation a plus!) Knowledge and familiarity with other distributed data stores (Elasticsearch, Druid) Experienced in scalable data architectures and schema design Experience working with docker development and deployment workflows Experience working with docker swarm as a tool to deploy a microservice Agile, fast prototyping skills, including feature integration during all cycles of development Experience with big data tools: hadoop, spark, etc. is a plus.",0.06597841075754687
data/html_job_postings/aa9eb739a9c02c68_fccid.html,data scientist midlevel,"Canastota, NY",,"Position Title : Data Scientist Midlevel Employment Type: Full-Time A love of machine learning and a knack for coding and scripting. A problem-solving nature. The ability to change directions and work on the fly. Design original deep learning models for automated analysis of RF signals. Identify data needs, helping procure or generate data, curating and preparing data for training models. Build a high-throughput data pipeline for training in a distributed environment. Design and implement sophisticated hyper-parameter tuning strategies to optimize existing deep learning models. Build a test suite for thoroughly characterizing the performance of machine learning models in a variety of RF environments. Integrate deep learning models with conventional (expertise-driven) analysis tool-chains and processing pipelines. Deploy models to portable platforms (e.g., Raspberry Pi). Bachelor’s degree in Computer Science, Information Science, Mathematics, Physics or related discipline and 4 – 7 years of experience in that field. Master’s degree with 3 – 6 years of experience. Proficiency in Python. Strong experience with neural networks/deep learning. Experience with other machine learning and data modeling techniques such as decision trees, random forests, K-means, SVM, and incremental response. Strong foundation in statistical tests and procedures. Experience with survey sampling methodologies and data collection techniques. Ability to lead small-sized teams. Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Experience with neural networks for Natural Language Processing (NPL) applications, time-series analysis and/or sequence analysis. Experience with Tensorflow and/or Keras. Experience with SciPy, NumPY and Pandas python packages. Experience with R and the tidyverse ecosystem. Experience with developing in a Linux environment. Knowledge of radio communication technologies, i.e., coursework, amateur radio, etc. Knowledge of or past experience working within an agile environment. Experience with writing government proposals. Active security clearance.",0.06499707425369393
data/html_job_postings/28baa7cd8c5199a5_fccid.html,data scientist senior,"Canastota, NY",,"Position Title : Data Scientist Senior Employment Type: Full-Time A love of machine learning and a knack for coding and scripting. A problem-solving nature. The ability to change directions and work on the fly. Design original deep learning models for automated analysis of RF signals. Identify data needs, helping procure or generate data, curating and preparing data for training models. Build a high-throughput data pipeline for training in a distributed environment. Design and implement sophisticated hyper-parameter tuning strategies to optimize existing deep learning models. Build a test suite for thoroughly characterizing the performance of machine learning models in a variety of RF environments. Integrate deep learning models with conventional (expertise-driven) analysis tool-chains and processing pipelines. Deploy models to portable platforms (e.g., Raspberry Pi). Bachelor’s degree in Computer Science, Information Science, Mathematics, Physics or related discipline and 10+ years of experience in that field. Master’s degree with 6 - 9 years of experience. Proficiency in Python. Strong experience with neural networks/deep learning. Experience with other machine learning and data modeling techniques such as decision trees, random forests, K-means, SVM, and incremental response. Strong foundation in statistical tests and procedures. Experience with survey sampling methodologies and data collection techniques. Ability to lead small-sized teams. Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Experience with neural networks for Natural Language Processing (NPL) applications, time-series analysis and/or sequence analysis. Experience with Tensorflow and/or Keras. Experience with SciPy, NumPY and Pandas python packages. Experience with R and the tidyverse ecosystem. Experience with developing in a Linux environment. Knowledge of radio communication technologies, i.e., coursework, amateur radio, etc. Knowledge of or past experience working within an agile environment. Experience with writing government proposals. Active security clearance.",0.06486688497832876
data/html_job_postings/1ef299b955b53f72_fccid.html,machine learning engineer,"Irvine, CA",,"Irvine Remote Design machine and deep learning systems Research and implement appropriate ML algorithms and tools Implementing appropriate ML Algorithms Study and transform data science prototypes Develop machine learning applications according to requirements Select appropriate datasets and data representation methods Run machine learning tests and experiments Perform statistical analysis and fine-tuning using test results Train and retrain systems when necessary Extend existing ML libraries and frameworks Keep abreast of developments in the field Demonstrable experience delivering and deploying a machine learning-based feature. Understanding of data structures, data modeling and software architecture Understanding of the all the stages of developing machine learning-based systems: labeling data, selecting algorithms, training, model development, visualization, regression, updates, debugging. Mastery of at least one language from this list: Python, Java, R, Golang; or a well thought out argument for a language that is not on that list but should be. Knowledge of machine learning frameworks like TensorFlow, Keras and PyTorch Proven experience with machine learning tools, including one or more of: Scikit-learn, Numpy, SciPy, Pandas, Matplotlib, Jupyter Notebook, Spark. Excellent communication skills Ability to work in a team Outstanding analytical and problem-solving skills BSc in Computer Science, Applied Mathematics or similar field; Master’s degree or higher degree is a plus Experience troubleshooting and debugging. Strong communication skills Have a strong understanding of the concept of building generative design Have experience in any field of Architecture, Engineering or Construction Understanding of the challenges surrounding applying machine learning to rich media, including automatic speech recognition (ASR), natural language processing (NLP), object detection and image recognition. Hands-on experience Deep Learning, Artificial Intelligence and data science techniques and their frameworks Knowledge of geometry and topology concepts, representations and data structures (such as NURBS, splines, level sets, surface and volumetric meshes, point clouds, analytical surfaces/solids, functional representations, subdivision surfaces, T-splines, etc.) Understanding of computer vision applications with cognitive systems",0.0642400915039801
data/html_job_postings/1123f77d78515d01_fccid.html,data engineer,"Fort Collins, CO",," Apply advanced statistical and machinelearning techniques to solve industry problemsand address opportunities  Leadtechnical discussions with customersto proposetailored Machine learning models forspecificuse cases  Prototype proof of value solutions to answer customers’ requirements.  Develop and iterateMachine Learning techniques to solve computer Vision, NLP, Time series / forecasting related problems  Workin collaboration withsolution architects and sales teams to integratethefullsolution pipeline  Able to relate with the Different R&D labs and able to provide feedback from the industry and customers point of view  Deep understanding of theory and application of ML algorithms (clustering, classification, regression, deep neural networks…).  Deep understanding and experience with Computer Vision algorithms, Natural Language processing algorithms, Reinforcement learning.  Knowledge of AI models (LSTM, CNN, RNN, etc.)  Deep knowledge around tuning an optimizing Deep learning models.  Up to speed with the latest developments in the field  Curiosity and interest for continuously learning and deeply understanding of new ML techniques  Strong technical background in Computer Science, Mathematics, Statistical Modelling and Machine Learning algorithms  Experience with ML programming environment (Python, Pandas, Scikit-Learn, Keras, Tensorflow, Pytorch, Horovod).  Very good technical knowledge sharing skills, and ability to explain complex ML concepts both to business and technical audiences",0.06410668915384211
data/html_job_postings/07d4ed2f644971ad_fccid.html,data scientist iii,"Pasadena, CA 91101",,"Must be a Green Card Holder Offer contingent on ability to successfully pass a background check and drug screen The ideal candidate will have experience with Big Data, Machine learning, Machine Vision, Natural Language Processing, and Data Mining, and also experience building dynamic applications using Python and other languages. The candidate should have broad experience in Artificial Intelligence, Machine Vision and Deep Learning. Desired technology experience includes SciKit, NumPy, and Cloud (Google, Amazon, etc.). Experience with Tensorflow, Keras, Pandas, also a plus.",0.06341041268110027
data/html_job_postings/20ff6e59e92414e7_fccid.html,sr. data scientist,"Bothell, WA",Deep Learning and NLP Expert,"Conduct state of the art research in Natural Language Processing / Understanding. Use research and apply state-of-the-art deep learning techniques to inform key strategic recommendations and decisions. Work across the enterprise to identify and incubate business use cases. Advise data scientists and business partners on applying NLP in their work and regularly train them on the state-of-the-art. Expertise developing natural language processing/understanding algorithms/models required. Expertise applying deep learning techniques to NLP/U problems required including thorough knowledge of the theory and practice of NLP and deep-learning techniques. Strong experience in other machine learning, or artificial intelligence algorithms/models required. Strong coder, with experience building models and analyzing data using general machine learning tools (e.g. in R, Python, Matlab) and deep learning tools (e.g. TensorFlow, Keras) required. Software development experience a plus. Strong experience implementing models in production. Ability to craft new concepts and stay current with academic research. Published research a plus. Strong experience working with non-technical stakeholders. Ability to summarize research and analysis for audiences with varying levels of expertise. A graduate degree in a field such as math, computer science, statistics, engineering or machine learning, or equivalent experience.",0.06292205605673445
data/html_job_postings/21c25c983adc504c_fccid.html,"machine learning engineer, marketplace","San Francisco, CA",,"Design, build, develop, validate, productionize, monitor, and maintain machine learning and deep learning models Work very closely with product teams to identify opportunities for optimizing our ecosystem and translate them into actionable data science projects Develop a vision for a wide-ranging system to tackle a complex, multidimensional optimization problem and breakdown work into concrete deliverables Be a part of an engineering team with responsibility for algorithms, modeling, engineering and production scaling and support Work with data engineers to design data pipelines to effectively store, normalize, and access data 3+ years of programming experience, proficiency in Python, Java, Scala or C++ 3+ years industry experience in building and productionizing machine learning and deep learning models in Python or another programming language Advanced Degree preferred (MA or PhD) in computer science, operations research, economics, engineering or statistics Experience with building Natural Language Processing (NLP) deep learning models a strong plus Expertise in several of the following domains: operations research, logistics, optimization, marketplaces, auctions, game theory, natural language understanding Experience with open source machine learning toolkits: Tensorflow, Keras, Theano, Scikit-learn, Pandas, Numpy, etc.",0.062414262432919726
data/html_job_postings/a993ff1a28793da2_fccid.html,data scientist,"Sunnyvale, CA 94089",,"Ability to mentor and up level junior data scientists Experience with crafting deep learning solutions Solid Understanding of programming fundamentals 5+ yrs working as a data scientist with large scale systems. Good understanding of machine learning algorithms, tools and platforms Experience in at least one of these Toolkits - numpy , scipy , scikit -learn, tensorflow , pytorch , keras , genism, vowpal wabbit, etc. Good Python proficiency Self-starter and intellectual curiosity Great communication skills and ability to simplify data science concepts to stakeholders Proficiency in data exploration techniques and tools",0.0618666574103152
data/html_job_postings/032a60df9899fe1c_fccid.html,senior data scientist,"Sunnyvale, CA 94089",,"Ability to mentor and up level junior data scientists Experience with crafting deep learning solutions Solid Understanding of programming fundamentals 5+ yrs working as a data scientist with large scale systems. Good understanding of machine learning algorithms, tools and platforms Experience in at least one of these Toolkits - numpy, scipy , scikit -learn, tensorflow , pytorch , keras , genism, vowpal wabbit, etc. Good Python proficiency Self-starter and intellectual curiosity Great communication skills and ability to simplify data science concepts to stakeholders Proficiency in data exploration techniques and tools",0.0618666574103152
data/html_job_postings/4be3251985c5e00f_fccid.html,senior data scientist,"Philadelphia, PA 19112",,"TDI Technologies, Inc. is seeking candidates for a Senior Data Scientist position. The position’s main responsibility will be to gather, format, and analyze information from Navy Hull, Mechanical, and Electrical (HM&E) systems. The position will require knowledge of machine learning methods and tools, as well as techniques such as natural language processing (NLP) and Optical Character Recognition (OCR). Candidates should be comfortable leading an engineering team, designing new software solutions, and interfacing with customers. PRINCIPAL DUTIES/RESPONSIBILITIES: 1. Develop and test software, using Python and/or Java, to provide statistical analysis for various shipboard systems. 2. Lead a team in designing software solutions and pipelines that solve our customer’s data analytics challenges. 3. Prototype and demonstrate TDI Technologies’ data science capabilities to perspective customers.  EDUCATION AND EXPERIENCE REQUIREMENTS: 1. Bachelor of Science Degree in an engineering discipline - Computer Engineering, Electrical Engineering, Mechanical Engineering, Software Engineering or Computer Science is required 2. Fluent with scripting in Python 3. Strong management skills 4. 3-7 years of experience in a data science role  SPECIAL REQUIREMENTS: 1. Successful applicants must either have an active government security clearance or the ability to receive approval upon position acceptance. 2. Must have a valid US passport or the ability to obtain one upon position acceptance.  SKILLS AND ABILITIES: Essential Skills: 1. Software development in Java 2. Software development in Python 3. Experience with machine learning and/or artificial intelligence 4. Experience with at least one of the following problem types: Time-series classification, regression analysis, optimization, clustering 5. Software development and operation within Linux and Unix based systems 6. Experience managing software baselines using version control tools such as SubVersion or Git 7. Strong technical writing skills and attention to detail for documentation 8. Willingness to lead a team and convey technical problems and solutions to a variety of team members  Additional Preferred Skills: 1. Experience with one or more of the following: Natural Language Processing (NLP), Optical Character Recognition (OCR), Selenium, Beautiful Soup 2. Experience with machine learning tools and frameworks, including TensorFlow, scikit-learn, Pandas, and NumPy 3. Experience with rotating machinery and/or vibrations analysis  Travel: This position may require up to approximately 10% travel.Location:Philadelphia, PAEqual Employment Opportunity Policy: TDI Technologies, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layout, recall, transfer, leaves of absence, compensation and training.",0.06112975938603446
data/html_job_postings/0ee0ae6ba0ed34f5_fccid.html,data scientist,"Beverly Hills, CA",,Qualifications/Requirements Sub-Business Career Level City State/Province Country About Us,0.06039755085372176
data/html_job_postings/34ece1a36f4f2c9d_fccid.html,senior data scientist,"Sunnyvale, CA 94087",,"Analyze various data sets to build machine learning models. Collaborate with grain experts and product management. Use analytical rigor and statistical methods, programming, data modeling, simulation, and advanced mathematics to analyze large amounts of data, recognizing patterns, identifying opportunities, posing business questions, and making valuable discoveries Identify/develop appropriate machine learning/data mining techniques to enable better business outcomes Understand and analyze data sources including sampling biases, accuracy, and coverage Break apart problems scientifically, providing insight into your recommendations and findings to both technical and non-technical partners Research new ways for modeling and predictive behavior for large scale projects Documents projects including business objective, data gathering and processes, leading approaches, final algorithm, and detailed set of results and analytical metrics Validate score performance Document and present model process and performance 3+ years of experience as a data scientist or a machine learning engineer. Ability to communicate complex quantitative analysis results in a clear precise and actionable manger. Applied experience: 3+ years of Machine Learning experience in data science Proven experience writing production-grade software Extensive experience in model development and life-cycle-management in one or more industry/application domain Strong Programming skills in various languages (C++, Scala, Java, R) with proficiency in Python and/or C++ Proven skills in Machine Learning, e. g., linear/logistics regression discriminant analysis, bagging, random forest, Bayesian model, SVM, neural networks, etc. Strong skills in the use of current state of the art machine learning frameworks such as Scikit-Learn, H2O, Keras, TensorFlow and Spark, etc. Demonstrated ability to implement new algorithms and methodologies from leading open source initiatives and research papers addressing their functionalities, scalability and overall industrialization viability Experience with Big Data technologies such as Hadoop, Spark, Cassandra etc Strong knowledge in Statistics, e. g., descriptive analysis and inferential analysis",0.06010133788804771
data/html_job_postings/11513c8993b7cf2c_fccid.html,data scientist: deep learning & nlp,"Menlo Park, CA 94025",,"Conduct state of the art research in Natural Language Processing / Understanding. Use research and apply state-of-the-art deep learning techniques to inform key strategic recommendations and decisions. Work across the enterprise to identify and incubate business use cases. Advise data scientists and business partners on applying NLP in their work and regularly train them on the state-of-the-art. Experience developing natural language processing/understanding, machine learning, or artificial intelligence algorithms/models required. Strong experience in deep learning required. A graduate degree in a field such as math, computer science, statistics, engineering or machine learning, or equivalent experience. Experience with general machine learning tools to build models and analyze data. (e.g. in R, Python, Matlab) and deep learning tools (e.g. TensorFlow, Keras, PyTorch) required. Verified skills in coding. Software development experience a plus. Knowledge of the theory and practice of NLP and deep-learning techniques. Ability to craft new concepts and stay current with academic research. Ability to summarize research and analysis for audiences with varying levels of expertise. Strong analytic agility.",0.059803367092134484
data/html_job_postings/ce962399b9a3b998_fccid.html,workforce development data analyst,United States,,"Position Overview:The Workforce Development Data Analyst is responsible for assisting with planning and providinganalysis, development, implementation, and evaluation of workforce development programs withinthe Baltimore City Mayor’s Office of Employment Development (MOED). Specifically, conductinganalysis of labor market information, employment related and program data to provide reports, andrecommendations to make data driven business decisions.Essential Duties:  Independently design, document and carry out evaluation projects.  Apply analytics to business data to describe, predict, and improve business performance.  Write clear, concise, and accurate reports, and make presentations to a variety of audiencesregarding agency performance, evaluation results and recommendations.  Provide analysis of the Workforce Innovation and Opportunity Act performance data throughthe use of the Maryland Performs software.  Assist with the ongoing data collection and data analysis of the Business Services “B’More”tracking system.  Develops queries to extract data from different sources including transactional applications,local and regional labor market, and demographic data sources.  Responds to internal and external users' ad-hoc and regular report requests.  Other activities as assigned to meet reporting and data analysis needs of MOED and its internaland external stakeholders. Key Attributes  Analytical skills required to review complex reports, evaluate and interpret data, its implicationsand make tactical and strategic recommendation based on evaluation  Ability to research and write complex narrative and statistical reports  Ability to analyze data and interpret findings in a manner that is meaningful for policy and program decision making  Understanding of basic social science research methods.  Knowledge of methods and procedures for the collection or organization, interpretation, and presentation of information.  Ability to adapt and apply the concepts and techniques of administrative analysis to the needs of specific projects.  Ability to prepare and present reports or recommendations clearly and concisely. Position AnnouncementPosting Date: 10/11/2019Posting Number: 8540Classification: Professional ServicesFunctional Job Title: Workforce Development Data AnalystFLSA/Bargaining Unit: Exempt/MAPSGrade/Salary Range: 923 ($62,171- $80,940)Location: 417 E. Fayette Street Suite 468, Baltimore MD 21202Status: Fulltime- Regular with Benefits  Ability to interface effectively with people throughout the agency, workgroup team members, and community/ business groups.  Knowledge of workforce development issues.  Thorough knowledge of software for analysis such as SPSS, Excel, Access, Crystal Reports, andSQL queries  Must be computer literate and familiar with word processing, spreadsheet, and database applications (i.e. MS Word, Excel, Access, etc.).  Required Education & Experience:  Completion of a Bachelor’s Degree program at an accredited college or university with major course work in social science or other programs providing knowledge and abilities in statistics and research methodology and at least three years of experience performing statistical analysis, including documented experience in conducting analysis and summarizing findings and conclusions in both verbal and written form; OR an equivalent combination of experience and training.  Interested applicants may submit their resume via email resumes@oedworks.com.Please place Job Title and Posting Number in the subject line.  Baltimore City Mayor’s Office of Employment Development is an Equal Opportunity Employer",0.059352777938435346
data/html_job_postings/001b92395ed0fb62_fccid.html,data engineer,"Columbus, GA 31909",,"Bachelor’s or Master’s degree in statistics, operations research, computer science, physics or related discipline 2+ years of industry experience in a technical role, preferably in a data science capacity Good knowledge of R or Python or Spark Knowledge of the following: Generalized Linear and Non-Linear Models, Time Series Analysis, Random Forest, Gradient Boosted Machines, Neural Networks, Unsupervised Methods (Dimensionality Reduction, Clustering, etc.) Experience querying relational data systems for ETL and data integration tasks Good communications skills with ability to present to technical and business audiences Experience using Spark/Hadoop systems for distributed analytics and data processing Experience working in a cloud-computing environment such as AWS, Azure, GCP, etc",0.05923375077782257
